latitude,longitude,id_package,guide_ivoy,guide,valid_info,description,id_client
19.000670200000000000000000000000,-99.101503299999990000000000000000,1046105,001917824P001046105,07541776044000100039,2,"Paquete en una orden",70933
19.287124700000000000000000000000,-99.626895600000000000000000000000,1046718,001935641P001046718,19615188313100100015,2,"Paquete en una orden",78795
19.282609800000000000000000000000,-99.655665300000000000000000000000,1047337,002024015P001047337,21241828269100100036,2,"Paquete en una orden",70933
19.830125100000000000000000000000,-90.534908700000000000000000000000,1048832,002026099P001048832,07915145870200100037,2,"Paquete en una orden",78792
18.900968800000000000000000000000,-99.219551700000000000000000000000,1049149,002026420P001049149,07915171945900100030,2,"Paquete en una orden",78792
19.580334200000000000000000000000,-88.044095700000000000000000000000,1049284,002026557P001049284,07815175043900100032,2,"Paquete en una orden",78789
19.177192400000000000000000000000,-100.216960600000000000000000000000,1049316,002026587P001049316,07815166374400100034,2,"Paquete en una orden",78789
19.032787600000000000000000000000,-98.801826499999990000000000000000,1049522,002026800P001049522,07915120924600100034,2,"Paquete en una orden",78792
19.747241900000000000000000000000,-89.842464400000000000000000000000,1049560,002026829P001049560,07815161225200100012,2,"Paquete en una orden",78789
20.395110600000000000000000000000,-99.985634400000000000000000000000,1049835,002027109P001049835,07915172983400100036,2,"Paquete en una orden",78792
